"MSSubClass","MSZoning","LotArea","Alley","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolQC","Fence","SaleType","SaleCondition","SalePrice"
"X120","RM",4438,"No","Reg","Lvl","CollgCr","TwnhsE","1Story",6,5,2004,0,"Gable","VinylSd","VinylSd","BrkFace",169,"Gd","PConc","Gd","TA","Gd","GLQ",662,"Unf",0,186,848,"Ex","Y","SBrkr",848,0,0,848,1,1,0,1,1,"Gd",4,1,"Gd","Attchd","Fin",2,420,"Y",140,0,0,0,0,1,"No","ConLD","Normal",11.8810347865346
"X20","RL",9750,"No","Reg","Lvl","NAmes","1Fam","1Story",6,6,1958,0,"Gable","MetalSd","MetalSd","BrkFace",243,"TA","CBlock","TA","TA","No","Rec",608,"Unf",0,834,1442,"Gd","Y","SBrkr",1442,0,0,1442,0,1,1,4,1,"TA",7,0,"No","Attchd","RFn",1,301,"Y",0,0,275,0,0,1,"No","COD","Normal",11.9697172002437
"X50","RL",8248,"Grvl","Reg","Lvl","Edwards","1Fam","1.5Fin",5,7,1918,32,"Gable","Stucco","Stucco","None",0,"TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,686,686,"Gd","Y","SBrkr",686,564,0,1250,0,1,1,3,1,"Fa",7,0,"No","Detchd","Unf",1,280,"P",207,0,96,0,0,1,"No","WD","Normal",11.6613454700885
"X20","RL",11425,"No","IR1","Lvl","NAmes","1Fam","1Story",5,6,1954,0,"Gable","BrkFace","BrkFace","None",0,"TA","CBlock","TA","TA","No","BLQ",486,"Unf",0,522,1008,"Gd","Y","SBrkr",1008,0,0,1008,0,1,0,2,1,"TA",4,1,"Gd","Attchd","RFn",1,275,"Y",0,0,120,0,0,1,"No","WD","Normal",11.8277362048103
"X20","RL",13265,"No","IR1","Lvl","Mitchel","1Fam","1Story",8,5,2002,0,"Hip","CemntBd","CmentBd","BrkFace",148,"Gd","PConc","Gd","TA","No","GLQ",1218,"Unf",0,350,1568,"Ex","Y","SBrkr",1689,0,0,1689,1,2,0,3,1,"Gd",7,2,"Gd","Attchd","RFn",3,857,"Y",150,59,0,0,0,1,"No","WD","Normal",12.5098740998618
"X120","RL",6371,"No","IR1","Lvl","NridgHt","TwnhsE","1Story",7,5,2009,1,"Gable","VinylSd","VinylSd","Stone",128,"Gd","PConc","Gd","TA","Mn","GLQ",733,"Unf",0,625,1358,"Ex","Y","SBrkr",1358,0,0,1358,1,2,0,2,1,"Gd",6,1,"Gd","Attchd","RFn",2,484,"Y",192,35,0,0,0,1,"No","New","Partial",12.3194013308372
"X20","RM",6000,"Pave","Reg","Bnk","OldTown","2fmCon","1Story",4,4,1953,0,"Gable","MetalSd","MetalSd","None",0,"Fa","CBlock","Fa","TA","No","Unf",0,"Unf",0,936,936,"TA","N","SBrkr",936,0,0,936,0,1,0,2,1,"TA",4,0,"No","Detchd","Unf",2,576,"Y",0,32,112,0,0,1,"No","WD","Normal",11.4403547721354
"X60","RL",12394,"No","IR1","Lvl","Gilbert","1Fam","2Story",7,5,2003,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","Gd","Unf",0,"Unf",0,847,847,"Ex","Y","SBrkr",847,886,0,1733,0,2,1,3,1,"Gd",7,1,"Gd","BuiltIn","Fin",2,433,"Y",100,48,0,0,0,1,"No","WD","Family",12.3238556811866
"X20","FV",11216,"No","Reg","Lvl","Somerst","1Fam","1Story",8,5,2006,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Gd","No","Unf",0,"Unf",0,1489,1489,"Ex","Y","SBrkr",1489,0,0,1489,0,2,0,3,1,"Gd",7,1,"Gd","Attchd","RFn",2,776,"Y",0,140,0,0,0,1,"No","New","Partial",12.3570755190667
"X20","RL",14803,"No","Reg","Lvl","NridgHt","1Fam","1Story",10,5,2007,1,"Hip","CemntBd","CmentBd","BrkFace",816,"Ex","PConc","Ex","TA","Av","GLQ",1636,"Unf",0,442,2078,"Ex","Y","SBrkr",2084,0,0,2084,1,2,0,2,1,"Ex",7,1,"Gd","Attchd","Fin",3,1220,"Y",188,45,0,0,0,1,"No","New","Partial",12.8609986132699
"X45","RM",6130,"No","Reg","Lvl","BrkSide","1Fam","1.5Unf",5,6,1924,26,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","TA","No","ALQ",784,"Unf",0,0,784,"Gd","Y","SBrkr",784,0,0,784,1,1,0,2,1,"Gd",5,0,"No","No","No",0,0,"Y",0,0,116,0,0,1,"No","WD","Normal",11.6036798282387
"X20","RL",8529,"No","IR1","Lvl","SawyerW","1Fam","1Story",7,5,2001,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","GLQ",20,"Unf",0,1434,1454,"Ex","Y","SBrkr",1434,0,0,1434,0,2,0,3,1,"Gd",6,1,"TA","Attchd","RFn",2,527,"Y",290,39,0,0,0,1,"No","WD","Normal",12.1495022940418
"X160","FV",2544,"Pave","Reg","Lvl","Somerst","Twnhs","2Story",7,5,2005,0,"Gable","MetalSd","MetalSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"Ex","Y","SBrkr",520,623,80,1223,0,2,1,2,1,"Gd",4,0,"No","Detchd","RFn",2,480,"Y",0,166,0,0,0,1,"No","WD","Normal",11.9009052587374
"X20","RL",11900,"No","IR1","Lvl","NAmes","1Fam","1Story",6,5,1957,0,"Gable","HdBoard","HdBoard","BrkFace",387,"TA","CBlock","TA","TA","No","Rec",1040,"Unf",0,352,1392,"TA","Y","FuseA",1392,0,0,1392,1,1,1,3,1,"TA",6,2,"Gd","Attchd","RFn",2,458,"Y",0,0,0,0,192,1,"No","WD","Normal",12.0197430673387
"X160","FV",3180,"Pave","Reg","Lvl","Somerst","TwnhsE","2Story",7,5,2005,0,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"Ex","Y","SBrkr",520,600,80,1200,0,2,1,2,1,"Gd",4,0,"No","Detchd","RFn",2,480,"Y",0,166,0,0,0,1,"No","WD","Normal",11.9250351157971
"X20","RL",10004,"No","Reg","Lvl","NAmes","1Fam","1Story",6,6,1964,0,"Gable","HdBoard","Plywood","BrkFace",180,"TA","CBlock","TA","TA","No","Rec",196,"BLQ",345,975,1516,"TA","Y","SBrkr",1516,0,0,1516,0,1,1,3,1,"TA",6,0,"No","Attchd","RFn",2,472,"Y",0,0,0,0,152,1,"No","WD","Normal",12.0257490913989
"X20","RL",7875,"No","Reg","Lvl","NAmes","1Fam","1Story",5,6,1961,0,"Gable","VinylSd","VinylSd","BrkFace",136,"TA","CBlock","TA","TA","No","Rec",572,"Unf",0,572,1144,"Gd","Y","SBrkr",1144,0,0,1144,1,1,0,3,1,"TA",6,0,"No","Attchd","Unf",2,456,"Y",0,0,0,0,0,1,"GdWo","WD","Normal",11.8490404949436
"X20","RL",9600,"No","Reg","Lvl","Sawyer","1Fam","1Story",4,7,1950,45,"Gable","VinylSd","HdBoard","None",0,"TA","CBlock","Gd","TA","No","BLQ",442,"Unf",0,625,1067,"TA","Y","SBrkr",1067,0,0,1067,0,2,0,2,1,"Gd",4,0,"No","Attchd","Unf",2,436,"Y",290,0,0,0,0,1,"No","WD","Normal",11.7597855429018
"X30","RM",8100,"Pave","Reg","Lvl","OldTown","1Fam","1Story",5,6,1948,25,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","TA","No","Rec",338,"Unf",0,1221,1559,"Gd","Y","SBrkr",1559,0,0,1559,1,1,0,2,1,"TA",5,0,"No","Detchd","Unf",2,812,"Y",0,116,230,0,0,1,"GdWo","COD","Normal",11.9414558460094
"X160","RM",1680,"No","Reg","Lvl","BrDale","Twnhs","2Story",6,5,1973,0,"Gable","HdBoard","HdBoard","BrkFace",158,"TA","CBlock","TA","TA","No","BLQ",330,"Unf",0,153,483,"TA","Y","SBrkr",483,504,0,987,1,1,1,2,1,"TA",5,0,"No","Detchd","Unf",1,264,"Y",0,0,0,0,0,1,"No","WD","Normal",11.5129254649702
"X70","RM",10440,"Grvl","Reg","Lvl","OldTown","1Fam","2Story",5,8,1904,98,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","TA","TA","No","Unf",0,"Unf",0,650,650,"Gd","Y","SBrkr",958,581,0,1539,0,2,0,3,1,"Gd",8,1,"Po","Detchd","Unf",2,686,"P",70,78,68,0,0,1,"No","WD","Normal",11.9671807372478
"X80","RL",9020,"No","Reg","Lvl","NAmes","1Fam","SLvl",6,7,1966,0,"Gable","HdBoard","HdBoard","BrkFace",183,"TA","CBlock","TA","TA","Gd","Rec",312,"ALQ",539,276,1127,"TA","Y","SBrkr",1165,0,0,1165,1,1,1,3,1,"TA",6,0,"No","Attchd","RFn",2,490,"Y",0,129,0,0,0,1,"GdPrv","WD","Normal",12.0719696610067
"X50","RM",12665,"Grvl","IR1","Lvl","OldTown","1Fam","1.5Fin",5,8,1915,35,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,876,876,"Gd","Y","SBrkr",876,540,0,1416,0,1,1,4,1,"TA",7,1,"Gd","Detchd","Unf",3,720,"Y",418,0,194,0,0,1,"No","WD","Normal",11.944058319827
"X85","RL",16647,"No","IR1","Lvl","Sawyer","1Fam","SFoyer",5,5,1975,6,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","Gd","TA","Gd","ALQ",1390,"Unf",0,0,1390,"TA","Y","SBrkr",1701,0,0,1701,1,2,0,3,1,"TA",6,2,"TA","Basment","Fin",2,611,"Y",0,0,0,0,0,1,"No","WD","Normal",12.0494188354848
"X60","RL",9317,"No","Reg","Lvl","SawyerW","1Fam","2Story",7,5,1993,0,"Gable","HdBoard","HdBoard","BrkFace",137,"Gd","PConc","Gd","TA","No","ALQ",513,"Unf",0,227,740,"Ex","Y","SBrkr",1006,769,0,1775,1,2,1,3,1,"Gd",7,1,"TA","Attchd","Unf",2,425,"Y",234,72,192,0,0,1,"No","WD","Normal",12.2690474446916
"X50","RL",45600,"No","IR2","Bnk","ClearCr","1Fam","1.5Fin",6,8,1908,89,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,907,907,"TA","Y","SBrkr",1307,1051,0,2358,0,3,0,5,1,"TA",10,1,"Gd","Detchd","Unf",2,360,"Y",486,40,0,0,175,1,"No","WD","Normal",12.3883942023241
"X120","RM",4435,"No","Reg","Lvl","CollgCr","TwnhsE","1Story",6,5,2003,0,"Gable","VinylSd","VinylSd","BrkFace",170,"Gd","PConc","Gd","TA","Av","GLQ",659,"Unf",0,189,848,"Ex","Y","SBrkr",848,0,0,848,1,1,0,1,1,"Gd",3,0,"No","Attchd","Fin",2,420,"Y",140,0,0,0,0,1,"No","WD","Normal",11.7867621306
"X75","RL",7128,"No","Reg","Lvl","Crawfor","1Fam","2.5Unf",7,5,1941,9,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Rec",364,"Unf",0,554,918,"Gd","Y","SBrkr",918,728,0,1646,0,2,0,4,1,"TA",7,2,"Gd","Detchd","Unf",1,240,"Y",0,0,0,0,126,1,"MnPrv","WD","Normal",12.0076217068063
"X80","RL",12095,"No","IR1","Lvl","NAmes","1Fam","SLvl",6,6,1964,0,"Gable","MetalSd","HdBoard","BrkFace",115,"TA","CBlock","TA","TA","Gd","Rec",564,"Unf",0,563,1127,"TA","Y","SBrkr",1445,0,0,1445,0,1,1,3,1,"TA",7,1,"Fa","Attchd","RFn",2,645,"Y",180,0,0,0,0,1,"MnPrv","WD","Normal",11.9703503120091
"X20","RL",17920,"No","Reg","Lvl","Sawyer","1Fam","1Story",5,4,1955,19,"Hip","Wd Sdng","Plywood","None",0,"TA","CBlock","TA","TA","Mn","ALQ",306,"Rec",1085,372,1763,"TA","Y","SBrkr",1779,0,0,1779,1,1,1,3,1,"TA",6,1,"Gd","Attchd","Unf",2,454,"Y",0,418,0,0,312,1,"No","WD","Abnorml",12.0435537160324
"X20","RL",6897,"No","IR1","Lvl","Sawyer","1Fam","1Story",5,8,1962,48,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","TA","No","ALQ",659,"Unf",0,381,1040,"Ex","Y","SBrkr",1040,0,0,1040,1,1,1,3,1,"TA",6,0,"No","Detchd","Unf",1,260,"Y",0,104,0,0,0,1,"No","WD","Normal",11.7519423654407
"X80","RL",10970,"No","IR1","Low","CollgCr","1Fam","SLvl",6,6,1978,0,"Gable","Plywood","HdBoard","None",0,"TA","CBlock","Gd","Gd","Gd","GLQ",505,"LwQ",435,0,940,"TA","Y","SBrkr",1026,0,0,1026,1,1,0,3,1,"TA",5,0,"No","Detchd","Unf",2,576,"Y",0,0,34,0,0,1,"MnPrv","WD","Normal",11.8981878657609
"X60","RL",8125,"No","Reg","Lvl","Gilbert","1Fam","2Story",6,5,1994,1,"Gable","HdBoard","HdBoard","None",0,"TA","PConc","Gd","TA","No","Unf",0,"Unf",0,702,702,"Gd","Y","SBrkr",702,779,0,1481,0,2,1,3,1,"TA",6,1,"TA","Attchd","Fin",2,343,"Y",0,36,0,0,0,1,"No","WD","Normal",12.0668105781967
"X190","RL",11625,"No","Reg","Lvl","Sawyer","2fmCon","1Story",5,4,1965,0,"Hip","Plywood","HdBoard","None",0,"TA","PConc","TA","TA","Mn","BLQ",841,"Unf",0,198,1039,"Ex","Y","SBrkr",1039,0,0,1039,1,1,1,3,1,"TA",6,0,"No","Attchd","Unf",2,504,"Y",0,0,0,0,0,1,"No","WD","Normal",11.7867621306
"X20","RL",9672,"No","Reg","Lvl","SawyerW","1Fam","1Story",6,5,1984,1,"Hip","HdBoard","Plywood","None",0,"TA","PConc","Gd","TA","No","GLQ",338,"Unf",0,702,1040,"TA","Y","SBrkr",1097,0,0,1097,0,2,0,3,1,"TA",6,0,"No","Attchd","Unf",2,480,"Y",0,0,0,0,0,1,"GdPrv","WD","Normal",11.9316357998284
"X20","RL",7931,"No","Reg","Lvl","NAmes","1Fam","1Story",5,5,1959,0,"Hip","BrkFace","Plywood","None",0,"TA","CBlock","TA","TA","No","BLQ",1148,"Unf",0,0,1148,"TA","Y","SBrkr",1148,0,0,1148,1,1,0,3,1,"TA",6,0,"No","Attchd","Unf",1,672,"Y",0,0,0,0,0,1,"GdPrv","WD","Normal",11.7943379244084
"X20","FV",8640,"No","Reg","Lvl","Somerst","1Fam","1Story",7,5,2007,1,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Ex","TA","No","Unf",0,"Unf",0,1372,1372,"Ex","Y","SBrkr",1372,0,0,1372,0,2,0,3,1,"Gd",6,0,"No","Attchd","Fin",2,529,"Y",0,140,0,0,0,1,"No","New","Partial",12.4315335097995
"X20","RL",8750,"No","IR1","Lvl","NAmes","1Fam","1Story",5,6,1970,0,"Gable","MetalSd","MetalSd","BrkFace",76,"TA","CBlock","TA","TA","No","BLQ",828,"Unf",0,174,1002,"TA","Y","SBrkr",1002,0,0,1002,1,1,0,3,1,"TA",5,0,"No","Detchd","Unf",2,902,"Y",0,0,0,0,0,1,"MnPrv","WD","Normal",11.9083402372249
"X20","RL",10656,"No","IR1","HLS","Timber","1Fam","1Story",8,5,2006,1,"Gable","VinylSd","VinylSd","Stone",274,"Gd","PConc","Gd","TA","Av","Unf",0,"Unf",0,1638,1638,"Ex","Y","SBrkr",1646,0,0,1646,0,2,0,3,1,"Gd",6,1,"Gd","Attchd","RFn",3,870,"Y",192,80,0,0,0,1,"No","New","Partial",12.4248064883557
"X20","RL",6970,"No","Reg","Lvl","Sawyer","1Fam","1Story",4,5,1961,0,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","TA","No","ALQ",932,"Unf",0,108,1040,"TA","Y","SBrkr",1120,0,0,1120,1,1,1,3,1,"Fa",5,0,"No","Attchd","RFn",2,544,"Y",168,0,0,0,0,1,"No","WD","Normal",11.7675676833438
"X60","RL",9938,"No","Reg","Lvl","SawyerW","1Fam","2Story",7,5,1993,1,"Gable","MetalSd","MetalSd","BrkFace",246,"Gd","PConc","Gd","TA","No","GLQ",750,"Unf",0,300,1050,"Ex","Y","SBrkr",1062,887,0,1949,1,2,1,3,1,"Gd",8,1,"TA","Attchd","Fin",2,574,"Y",156,90,0,0,0,1,"GdPrv","WD","Normal",12.3715870840077
"X20","RL",6600,"No","Reg","Lvl","NAmes","1Fam","1Story",5,5,1962,0,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,894,894,"Gd","N","SBrkr",894,0,0,894,0,1,0,2,1,"TA",5,0,"No","Detchd","Unf",1,308,"Y",0,0,0,0,0,1,"No","WD","Normal",11.6036798282387
"X60","FV",9000,"No","Reg","Lvl","Somerst","1Fam","2Story",8,5,2007,0,"Gable","CemntBd","CmentBd","None",0,"Gd","PConc","Gd","TA","Av","GLQ",64,"Unf",0,1120,1184,"Ex","Y","SBrkr",1184,1426,0,2610,0,2,1,4,1,"Ex",11,1,"Gd","BuiltIn","Fin",2,550,"Y",208,364,0,0,0,1,"No","New","Partial",12.623061104073
"X20","RL",25286,"No","Reg","HLS","Mitchel","1Fam","1Story",4,5,1963,0,"Gable","HdBoard","Plywood","None",0,"TA","PConc","TA","TA","Gd","ALQ",633,"Unf",0,431,1064,"Gd","Y","SBrkr",1040,0,0,1040,1,1,0,3,1,"TA",5,0,"No","Attchd","Unf",2,648,"Y",0,0,0,0,0,1,"No","WD","Normal",11.7924493497205
"X60","RL",8834,"No","Reg","Lvl","NridgHt","1Fam","2Story",9,5,2004,1,"Hip","VinylSd","VinylSd","Stone",216,"Gd","PConc","Ex","TA","No","GLQ",1170,"Unf",0,292,1462,"Ex","Y","SBrkr",1462,762,0,2224,1,2,1,4,1,"Ex",10,1,"Gd","Attchd","Fin",3,738,"Y",184,0,0,0,0,1,"No","WD","Normal",12.7656884334656
"X85","RL",11782,"No","IR1","Lvl","Sawyer","1Fam","SFoyer",5,7,1961,34,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","TA","Av","ALQ",899,"Unf",0,210,1109,"TA","Y","SBrkr",1155,0,0,1155,1,1,0,3,1,"Gd",6,0,"No","Detchd","Unf",2,576,"Y",192,0,0,0,0,1,"MnPrv","WD","Normal",11.9049675527463
"X50","RL",13758,"No","IR1","Lvl","Timber","1Fam","1.5Fin",7,5,1990,1,"Gable","HdBoard","HdBoard","BrkFace",117,"Gd","CBlock","Gd","TA","Mn","LwQ",902,"Unf",0,254,1156,"Ex","Y","SBrkr",1187,530,0,1717,0,2,1,3,1,"Gd",7,1,"TA","Attchd","RFn",2,400,"Y",168,36,0,0,0,1,"No","WD","Normal",12.1415341243926
"X60","RL",9636,"No","IR1","Lvl","Gilbert","1Fam","2Story",6,5,1992,1,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","No","Unf",0,"Unf",0,808,808,"Gd","Y","SBrkr",808,785,0,1593,0,2,1,3,1,"TA",7,1,"TA","BuiltIn","RFn",2,389,"Y",342,40,0,0,0,1,"MnPrv","WD","Normal",12.0895388292742
"X75","RL",6204,"No","Reg","Bnk","SWISU","1Fam","2.5Fin",4,5,1912,38,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","PConc","TA","Fa","No","Unf",0,"Unf",0,795,795,"TA","N","SBrkr",954,795,481,2230,1,1,0,5,1,"TA",10,0,"No","Detchd","Unf",1,440,"Y",0,188,0,0,0,1,"No","WD","Normal",11.6826682395573
"X20","RL",7150,"No","Reg","Lvl","NAmes","1Fam","1Story",5,5,1967,0,"Gable","HdBoard","HdBoard","BrkFace",60,"TA","CBlock","TA","TA","No","BLQ",432,"Unf",0,460,892,"TA","Y","SBrkr",892,0,0,892,0,1,0,3,1,"TA",5,0,"No","Attchd","RFn",1,288,"Y",0,0,0,0,0,1,"GdWo","WD","Normal",11.5129254649702
"X120","FV",5119,"No","IR1","Lvl","Somerst","TwnhsE","1Story",9,5,1999,1,"Gable","MetalSd","MetalSd","BrkFace",60,"Gd","PConc","Ex","TA","Av","GLQ",1238,"Unf",0,460,1698,"Ex","Y","SBrkr",1709,0,0,1709,1,2,0,2,1,"Gd",5,1,"TA","Attchd","Fin",2,506,"Y",97,65,0,0,0,1,"No","CWD","Abnorml",12.7035090321771
"X90","RL",8393,"No","Reg","Lvl","NAmes","Duplex","1Story",5,5,1959,46,"Gable","MetalSd","MetalSd","BrkFace",122,"TA","CBlock","TA","TA","No","LwQ",528,"Unf",0,1098,1626,"Ex","Y","SBrkr",1712,0,0,1712,0,2,0,4,2,"TA",8,0,"No","Attchd","Fin",2,588,"Y",272,54,0,0,0,1,"No","WD","Family",11.8844890214027
"X50","RL",16466,"No","IR1","Lvl","Edwards","1Fam","1.5Fin",5,7,1955,0,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"TA","Y","SBrkr",872,521,0,1393,0,1,1,3,1,"TA",8,0,"No","Attchd","Unf",1,300,"Y",121,0,0,0,265,1,"No","WD","Normal",11.8167269193019
"X20","RL",15865,"No","IR1","Lvl","NAmes","1Fam","1Story",8,6,1970,0,"Flat","Wd Sdng","Wd Sdng","None",0,"Gd","PConc","TA","Gd","Gd","ALQ",351,"Rec",823,1043,2217,"Ex","Y","SBrkr",2217,0,0,2217,1,2,0,4,1,"Gd",8,1,"TA","Attchd","Unf",2,621,"Y",81,207,0,0,224,1,"No","WD","Normal",12.498742259493
"X50","RL",8064,"No","Reg","Lvl","NAmes","1Fam","1.5Fin",5,7,1949,57,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,672,672,"Ex","Y","SBrkr",672,252,0,924,0,1,0,3,1,"TA",6,1,"Po","Detchd","Unf",2,576,"Y",0,0,0,0,0,1,"MnPrv","WD","Normal",11.7191262955541
"X60","RL",11184,"No","Reg","Lvl","Sawyer","1Fam","2Story",6,5,1978,0,"Hip","HdBoard","HdBoard","BrkFace",92,"TA","CBlock","TA","TA","No","LwQ",226,"Rec",500,192,918,"Gd","Y","SBrkr",918,765,0,1683,0,2,1,3,1,"TA",7,1,"TA","Attchd","RFn",2,440,"Y",243,0,0,0,0,1,"No","WD","Normal",12.0581525154536
"X20","RL",8414,"No","Reg","Lvl","Sawyer","1Fam","1Story",6,8,1963,40,"Hip","HdBoard","HdBoard","None",0,"TA","CBlock","TA","TA","No","GLQ",663,"Unf",0,396,1059,"TA","Y","SBrkr",1068,0,0,1068,0,1,0,3,1,"TA",6,0,"No","Attchd","RFn",1,264,"Y",192,0,0,0,0,1,"MnPrv","WD","Normal",11.9479493753199
"X30","RM",8765,"Grvl","Reg","Lvl","IDOTRR","1Fam","1Story",4,6,1936,14,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","No","ALQ",285,"Unf",0,666,951,"Ex","N","SBrkr",951,0,0,951,0,1,0,2,1,"TA",6,0,"No","Detchd","Unf",1,327,"Y",0,28,0,0,0,1,"No","WD","Abnorml",11.5759002641316
"X20","RL",12919,"No","IR1","Lvl","NridgHt","1Fam","1Story",9,5,2009,1,"Hip","VinylSd","VinylSd","Stone",760,"Ex","PConc","Ex","TA","Gd","GLQ",2188,"Unf",0,142,2330,"Ex","Y","SBrkr",2364,0,0,2364,1,2,1,2,1,"Ex",11,2,"Gd","Attchd","Fin",3,820,"Y",0,67,0,0,0,1,"No","New","Partial",13.3239269468631
"X20","RL",6993,"No","Reg","Lvl","Sawyer","1Fam","1Story",5,7,1961,33,"Gable","HdBoard","Plywood","None",0,"TA","CBlock","TA","TA","No","BLQ",465,"Unf",0,447,912,"TA","Y","SBrkr",1236,0,0,1236,0,1,0,3,1,"TA",6,1,"TA","Attchd","Unf",1,288,"Y",0,0,0,0,0,1,"No","WD","Normal",11.8130300574206
"X20","RL",7340,"No","IR1","Lvl","NAmes","1Fam","1Story",4,6,1971,0,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","TA","No","ALQ",322,"Unf",0,536,858,"TA","Y","SBrkr",858,0,0,858,0,1,0,2,1,"TA",4,0,"No","Detchd","Unf",1,684,"Y",0,0,0,0,0,1,"No","WD","Normal",11.6082356447746
"X20","RL",14859,"No","IR1","HLS","Gilbert","1Fam","1Story",7,5,2006,0,"Hip","VinylSd","VinylSd","BrkFace",27,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1670,1670,"Ex","Y","SBrkr",1670,0,0,1670,0,2,0,3,1,"Gd",7,1,"Gd","Attchd","RFn",3,690,"Y",144,60,0,0,0,1,"No","New","Partial",12.3883942023241
"X20","RL",6173,"No","IR1","Lvl","Sawyer","1Fam","1Story",5,6,1967,0,"Gable","HdBoard","Wd Sdng","BrkFace",75,"TA","CBlock","TA","TA","No","GLQ",599,"Unf",0,277,876,"TA","Y","SBrkr",902,0,0,902,0,1,0,3,1,"TA",6,0,"No","Attchd","Unf",1,288,"Y",0,0,0,0,0,1,"MnPrv","WD","Normal",11.740061037554
"X20","RL",13501,"No","IR1","Lvl","Somerst","1Fam","1Story",8,5,2006,0,"Gable","VinylSd","VinylSd","Stone",208,"Gd","PConc","Gd","TA","No","GLQ",63,"Unf",0,1560,1623,"Ex","Y","SBrkr",1636,0,0,1636,1,2,0,3,1,"Gd",8,1,"Gd","Attchd","RFn",3,865,"Y",0,60,0,0,0,1,"No","WD","Normal",12.4490188241406
"X50","RL",11500,"No","IR1","Lvl","Crawfor","1Fam","1.5Fin",7,7,1936,51,"Gable","BrkFace","BrkFace","None",0,"Gd","CBlock","Gd","TA","No","Rec",223,"Unf",0,794,1017,"Gd","Y","SBrkr",1020,1037,0,2057,0,1,1,3,1,"Gd",6,1,"Gd","Attchd","Fin",1,180,"Y",0,0,0,0,322,1,"No","WD","Normal",12.4292161968444
"X20","RL",8885,"No","IR1","Low","Mitchel","1Fam","1Story",5,5,1983,0,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","Gd","TA","Av","BLQ",301,"ALQ",324,239,864,"TA","Y","SBrkr",902,0,0,902,1,1,0,2,1,"TA",5,0,"No","Attchd","Unf",2,484,"Y",164,0,0,0,0,1,"MnPrv","WD","Normal",11.7829526021833
"X60","RL",12589,"No","IR2","Lvl","Gilbert","1Fam","2Story",6,5,2005,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,742,742,"Ex","Y","SBrkr",742,742,0,1484,0,2,1,3,1,"Gd",8,1,"Gd","Attchd","Fin",2,390,"Y",36,24,0,0,0,1,"No","WD","Normal",12.0668105781967
"X20","RL",9286,"No","IR1","Lvl","CollgCr","1Fam","1Story",5,7,1977,12,"Gable","HdBoard","Plywood","None",0,"TA","CBlock","Gd","Gd","Av","ALQ",196,"Unf",0,1072,1268,"TA","Y","SBrkr",1268,0,0,1268,0,1,1,3,1,"Gd",5,0,"No","Detchd","Unf",1,252,"Y",173,0,0,0,0,1,"No","WD","Normal",11.8740903141818
